"Timestamp","Are you a university student?","Are you Taking your online Classes during this COVID-19 pandemic?","Are your classes are through the live sessions or recorded?","What is your age?","Gender?","From Which Country you Belong?","Your institute is private or government?","In which Institute you are studying?","Degree Level?","Your Program Name?","Which Tool you are using during online learning?","Which platform your tool support?","Is the lecture's material shared with you well after the Online session?","Are you Facing Internet issue during your online class?","Does your tool support recording while live session?","Does your tool shows live subtitles during lecture?","Does Tool has feature for Assignment submission?","Does Assignment feature contain grading option?","Does tool have quiz submission option?","Does quiz feature contain evaluation option?","Is chat room is available in your tool?  ","Is there any feature available for your attendance?","Does your tool have a whiteboard feature?","Does your tool have a one-to-one communication (Private chat with the instructor or student) feature?","Does your tool have a Screenshare feature?","Does your tool have a scheduling or reminder feature?","Does your tool support an online quiz?","Does your tool have the feature ""Raise hand"" during the live session for the question?","Have your recived notification from tool when your class has been started?","Where you get help for your study in addition to live sessions?","Rate your Answer [Are you Satisfied from your Classes?]","Rate your Answer [Is the specific tool is availble easily?]","Rate your Answer [How good Audio and Video Quality of the Online Class?]","Rate your Answer [How good your internet connection is while taking online class?]","Rate your Answer [How often you feel interruption during your online class?]","Your Suggestions regarding the improvement of Online Classes?","If You Want to add any feature, in a specific Tool? Please Mention.","How to improve this Survey form? ","","","","","","","",""
"2020/05/03 10:24:03 am GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Isp","Postgraduate","Computer Science","Portal. ISP. Edu. Pk","Windows","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","YouTube","1","1","3","3","3","No","Audio/Video Calling;Screen Recording","Its good method","","","","","","","",""
"2020/05/03 10:28:01 am GMT+5","Yes","Yes","Live Session","29-35","Male","Pakistan","Government","COMSATS University Islamabad","Graduate","Computer Science","Microsoft Teams;Custom","Windows;Android;IOS;Mac;Linux;Web","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","YouTube","4","5","4","4","2","","Class Notification;Attendance","","","","","","","","",""
"2020/05/03 10:34:38 am GMT+5","Yes","Yes","Recorded","Above 35","Male","Pakistan","Government","Virtual University ","Graduate","Computer Science","VuLMS","Windows;Android","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","YouTube","4","4","4","4","4","No comments ","Screen Sharing;Raise Hand during session","Good to me","","","","","","","",""
"2020/05/03 10:40:46 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","COMSATS UNIVERSITY ISLAMABAD ","Graduate","Computer Science","Microsoft Teams","Windows","Yes","No","Yes","No","Maybe","Yes","Maybe","Maybe","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Coursera","5","5","5","4","4","","Raise Hand during session;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 10:56:17 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","ISP ","Postgraduate","Computer Science","LMS","Windows;Android;IOS;Mac;Linux","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","YouTube","3","4","4","4","3","","Audio/Video Calling;Screen Sharing;White Board;Live subtitles;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation;Exam","","","","","","","","",""
"2020/05/03 10:56:45 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Air University ISLAMABAD ","Undergraduate","Electrical Engineering","Zoom","Android","Yes","Yes","No","Maybe","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","Yes","No","YouTube","1","1","1","1","1","End online session ","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Live subtitles;Chat Room;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","Good","","","","","","","",""
"2020/05/03 11:00:10 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","PMAS Arid Agriculture university rawalpindi","Graduate","BS(IT)","Google Meet","Android","Yes","Yes","No","Maybe","Maybe","Yes","No","No","Yes","No","No","Yes","No","Yes","No","No","Yes","YouTube","2","3","3","2","2","No comment","White Board","No comment","","","","","","","",""
"2020/05/03 11:05:09 am GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Private","ISP Multan ","Postgraduate","Computer Science","Skype;Chatroom ","Windows;Android","Yes","No","Yes","No","Yes","Yes","Maybe","Maybe","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","YouTube","4","4","4","4","4","Audio quality need improvement ","Audio/Video Calling;Screen Recording;Chat Room;Assignment Upload/Evaluation;Quiz Upload/Evaluation","No need to improve ","","","","","","","",""
"2020/05/03 11:05:11 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Government","CUI Wah","Undergraduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","YouTube","2","3","2","2","2","","White Board","","","","","","","","",""
"2020/05/03 11:05:22 am GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Private","Institute of Southern Punjab","Postgraduate","Computer Science","ISP LMS","Windows","Yes","Yes","No","No","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","Yes","Yes","No","No","Yes","YouTube","2","3","3","3","3","All the lectures should be live so that the students can learn as they were taking lecture in regular routine.","Audio/Video Calling","","","","","","","","",""
"2020/05/03 11:17:42 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","UNIVERSITY OF WAH","Undergraduate","Mechanical engineering","Zoom","Android","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","3","3","3","3","3","","Audio/Video Calling;Screen Recording;White Board","Semester Break","","","","","","","",""
"2020/05/03 11:22:04 am GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","comsats","Graduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","YouTube","3","3","3","1","1","","Attendance","","","","","","","","",""
"2020/05/03 11:24:11 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Comsats University Islamabad","Undergraduate","Computer Science","Microsoft Teams","Windows","Yes","No","Yes","Maybe","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","YouTube","2","3","3","2","2","","Raise Hand during session","","","","","","","","",""
"2020/05/03 11:34:53 am GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Government","PMAS Arid Agriculture University rawalpindi","Graduate","Computer Science","Google Meet","Android","Yes","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","YouTube","3","4","4","3","4","No comment","White Board","Pre-test your survey","","","","","","","",""
"2020/05/03 11:36:11 am GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Comsat ","Undergraduate","Electrical Engineering","Microsoft Teams","Android","Yes","Yes","Yes","Maybe","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","YouTube","1","4","3","2","1","","Class Notification","","","","","","","","",""
"2020/05/03 11:43:21 am GMT+5","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 11:53:42 am GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Isp multan ","Doctorate","Computer Science","Google Meet","Android","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Coursera","3","3","3","2","3","","Attendance","","","","","","","","",""
"2020/05/03 11:54:59 am GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Private","Institute of Southern Punjab,Multan","Postgraduate","Computer Science","Institute LMS system","Windows","Yes","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","YouTube","3","3","5","2","4","online classes should be a vedio chat with proper class decorm.","Audio/Video Calling;Screen Sharing;White Board;Attendance","","","","","","","","",""
"2020/05/03 12:07:19 pm GMT+5","Yes","Yes","Live Session","Above 35","Male","Pakistan","Private","Abasyn University","Postgraduate","Computer Science","Zoom;Google Meet","Windows","Yes","No","Yes","Maybe","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","5","5","4","5","3","Only internet improvements other sides","White Board","Not yet","","","","","","","",""
"2020/05/03 12:09:22 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Iiui","Undergraduate","Computer Science","GoToMeeting","Windows;Android","Yes","Yes","Yes","Maybe","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","YouTube","1","3","3","1","1","Using tool required less data biz internet issue and use black board plat form it's fully online recorded with quiz and assignment suggestion and Reminder for classes as well as attendance ","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Chat Room;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;Assignment Upload/Evaluation;Quiz Upload/Evaluation","Good survey but loong ","","","","","","","",""
"2020/05/03 12:14:34 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Private","COMSATS University Islamabad","Postgraduate","Computer Science","Microsoft Teams","Windows;Android;IOS;Linux","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Coursera","5","1","5","5","2","","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Live subtitles;Chat Room","","","","","","","","",""
"2020/05/03 12:17:03 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Superior university","Graduate","Accounting and finance","Zoom","Android","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Coursera","3","4","2","5","4","Online is not good for bright students","Attendance","Its good","","","","","","","",""
"2020/05/03 12:29:24 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","International Islamic University Islamabad","Undergraduate","Computer Science","GoToMeeting","Windows","No","Yes","Yes","Maybe","No","No","Maybe","Maybe","Yes","Yes","No","Yes","Yes","No","No","No","No","YouTube","1","1","1","1","1","","White Board","","","","","","","","",""
"2020/05/03 12:45:23 pm GMT+5","Yes","Yes","Live Session","29-35","Male","Pakistan","Government","COMSATS","Postgraduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","YouTube","1","1","1","1","1","Recorded Lecture","White Board;Live subtitles;Sceduling of Classes;Raise Hand during session","NA","","","","","","","",""
"2020/05/03 12:45:39 pm GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Government","UAF","Postgraduate","Envirnonmental Science","Zoom","Android","Yes","Yes","Yes","Maybe","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","YouTube","3","3","3","2","3","Government should provide high speed internet to the students.
","White Board;Live subtitles;Sceduling of Classes;Class Notification;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","Add some questions about learning through online classes. ","","","","","","","",""
"2020/05/03 12:51:39 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","BPGCW","Graduate","Phsychology","Zoom","Windows","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","YouTube","2","3","1","1","1","Try to improve the quality of zoom meetings ","Audio/Video Calling;Assignment Upload/Evaluation","In questionnaire you have added only 3 options to select please add option number 4 and 5.","","","","","","","",""
"2020/05/03 12:52:39 pm GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Private","Institute of Southern Punjab ","Postgraduate","Computer Science","Google Meet","Windows","No","Yes","No","No","Maybe","Yes","Maybe","No","Yes","No","No","No","No","No","No","No","No","YouTube","2","2","3","2","2","Plz improve online classes, we are fed up by this... ","Audio/Video Calling;Screen Sharing;Class Notification;Attendance","","","","","","","","",""
"2020/05/03 1:33:23 pm GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Private","Comsat institute of information technology vehari","Graduate","Computer Science","Lms","Lms","Yes","No","Yes","Yes","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Lms","4","4","4","4","4","Online sesion","Audio/Video Calling","","","","","","","","",""
"2020/05/03 1:38:53 pm GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Private","Abasyn University ","Undergraduate","Computer Science","Zoom","Android","No","Yes","No","No","No","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","YouTube","1","1","1","1","1","Stop online classes ","Audio/Video Calling;Screen Sharing;White Board","","","","","","","","",""
"2020/05/03 1:52:26 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","Comsats university Islamabad ","Graduate","Computer Science","Microsoft Teams","Windows;Android;IOS","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Coursera","1","4","1","1","1","","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Live subtitles;Chat Room;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 2:04:43 pm GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Institute of southren punjab","Postgraduate","Computer Science","Google Meet","Android","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","5","4","4","4","1","Online classes is very good step for students. It should be continue of whole sems because during this situation its good for students teachers and human being. If we save humanity its asset for all and ourselves thank u for this step 😊","Screen Recording","Its good step for acknowledgment of all students thank u ","","","","","","","",""
"2020/05/03 2:08:15 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 2:08:53 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","International Islamic University Islamabad ","Undergraduate","English Language and Literature ","Zoom;WhatsApp ","Windows;Android","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Google classroom ","3","2","2","3","5","It should at least have the features mentioned above. I prefer if the teacher and students all turn on video to retain classroom atmosphere. There should be only one app doing all these tasks. I hate having to use multiple apps and multiple accounts, so much problem remembering passwords. The Notification IS MUST. Notification for whatever reason like deadlines, details, instructions for assignments and AT THE LEAST FOR When on What Time Date the next meeting will be, should be sent on our phones, Otherwise we don't even know that its class at 8 :30 am and we are waking up at 11:00am. The biggest problem was that some teachers had a really BAD TIME MANAGEMENT OR (BETTER TO SAY) NO TIME SCHEDULE, THE RESULT WAS WE WERE SUFFERING HAVING TO LISTEN LECTURES AT 9:00 - 10:00PM AT NIGHT. IN THE BEGINNING WE EVEN HAD TWO CONTINOUS CONSECUTIVE DAYS OF CLASSES. It was Monday and Tuesday when this happened and just two days ago on Friday we were told about lock down. What happened on Monday and Tuesday was a disaster. We had all theory classes from 10:30 to 12:00, then 12:00 to 2:30, simultaneously a really interuptive class at another app 1:30-3:30, during this 2:30-4:00 a Google classroom account making, instructions for assignments blah blah which I guess none of us took interest in, since we were occupied with our class,then were told to submit an assignment based on all the course covered until now. All night spent on assignment till 10:00 in the Tuesday morning. Most Submitted by 10:30 although 9:00 was the decided deadline. Then classes again from 10:30 - 12-30 & then 12:39 - 3:00 and then again working on new assignments and tasks. All cramped up the same like this for the next two weeks as well ","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Live subtitles;Chat Room;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation;User friendly app with beautiful screen customisations. And superb privacy. ","By implementing on all I said above. ","","","","","","","",""
"2020/05/03 2:26:21 pm GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","Fatima jinnah women university the mall Rawalpindi ","Graduate","Defence and diplomatic study ","Google Meet","Android","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Coursera","1","2","1","4","1","","White Board","","","","","","","","",""
"2020/05/03 2:28:47 pm GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Institute of southern Punjab ","Postgraduate","Computer Science","Google Meet","IOS","Yes","No","Yes","Yes","Yes","Yes","Maybe","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","YouTube","5","5","5","5","1","Everything is fine till no, no need to add anything extra but in future the new features could be added.","White Board","","","","","","","","",""
"2020/05/03 2:31:40 pm GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","Khyber college of dentistry ","Undergraduate","Dentistry ","Google class room ","Android","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","3","3","3","3","3","","White Board","","","","","","","","",""
"2020/05/03 2:42:05 pm GMT+5","Yes","Yes","Recorded","24-28","Male","Pakistan","Private","Institute of Southern Punjab, Multan","Postgraduate","Computer Science","ISP LMS","Windows;Android;IOS;Mac;Linux","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","YouTube","5","5","5","5","3","In this pandemic situation, the platform build by ISP is sufficient to carry out almost every essential task for a class.","Screen Sharing","","","","","","","","",""
"2020/05/03 3:08:56 pm GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Private","International islamic university islamabad","Undergraduate","Envirnonmental Science","Zoom","Android","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","Coursera","2","2","2","2","2","Can be some better app for online classes","Lecture materials","Its okay","","","","","","","",""
"2020/05/03 3:12:25 pm GMT+5","Yes","Yes","Recorded","24-28","Female","Pakistan","Private","ISP","Postgraduate","Computer Science","Google Meet","Windows","Yes","Yes","No","No","Yes","No","Maybe","Maybe","Yes","No","No","Yes","No","Yes","No","No","Yes","YouTube","2","4","2","3","2","Its good but not satisfactory regarding to clear the concepts in case of ambiguity.","Audio/Video Calling;Screen Recording;Attendance","Its good","","","","","","","",""
"2020/05/03 3:30:02 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 3:34:42 pm GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Comsats Islamabad ","Graduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","Yes","Yes","Yes","Maybe","Maybe","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","YouTube","4","5","4","3","3","","Raise Hand during session;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 4:03:39 pm GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Institute of Southern Punjab","Postgraduate","Computer Science","Skype","Windows;Android","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Coursera","4","4","3","2","5","We have to do what's app conference call with teacher","Audio/Video Calling;Class Notification;Attendance","","","","","","","","",""
"2020/05/03 4:04:37 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","International islamic University ","Graduate","Software engineering ","GoToMeeting","Android","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","YouTube","3","5","4","3","4","No","Screen Recording;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","No improvement ","","","","","","","",""
"2020/05/03 4:07:38 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 4:12:36 pm GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Comsats","Undergraduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","No","Yes","No","Maybe","Maybe","Yes","No","Yes","No","No","Yes","No","No","Yes","YouTube","2","3","4","3","1","","Class Notification;Attendance;Raise Hand during session;One to one Communication","","","","","","","","",""
"2020/05/03 4:25:05 pm GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Private","Numl Islamabad","Undergraduate","Computer Science","Zoom","Windows","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","LMS","1","2","2","2","1","online classes should be banned because we pay fee for onsite classes","nothing","online classes should be banned..","","","","","","","",""
"2020/05/03 4:29:07 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 4:29:46 pm GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Private","Iiui islamabad","Graduate","Social science","Whatsapp","Android","Yes","No","Yes","Maybe","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","YouTube","1","2","4","4","1","I don't like online classes ","One to one Communication","","","","","","","","",""
"2020/05/03 4:39:43 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","International islamic university islamabad","Undergraduate","Bs English language & literature","Bs english Language & Literature","Windows","No","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","No","Yes","No","No","No","YouTube","1","3","1","1","1","","Lecture materials","","","","","","","","",""
"2020/05/03 4:40:51 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","SWCON ","Graduate","Nursing","Zoom","Android","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","Coursera","3","2","2","1","1","","Lecture materials","","","","","","","","",""
"2020/05/03 4:43:24 pm GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Government","International islamic university islamabad ","Undergraduate","Computer Science","Zoom;GoToMeeting","Windows","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","YouTube","4","3","3","4","3","","Screen Recording;Lecture materials;Class Notification;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation","","","","","","","","",""
"2020/05/03 4:54:51 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","Msc computer science","Undergraduate","Computer Science","Google Meet","Windows","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","1","1","1","1","1","Yes","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Live subtitles;Chat Room;Lecture materials;Sceduling of Classes;Class Notification;Attendance;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","V good","","","","","","","",""
"2020/05/03 5:16:46 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","COMSATS University Islamabad","Graduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","No","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","YouTube","3","4","2","2","2","","White Board;Live subtitles;Attendance","","","","","","","","",""
"2020/05/03 6:02:46 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","International islamic university ","Undergraduate","Bba itm ","Zoom","Android","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","YouTube","3","3","1","1","1","","Sceduling of Classes;Class Notification;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 6:28:00 pm GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Uskt","Graduate","Economics","Zoom","Android","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","YouTube","1","3","2","2","2","","Live subtitles;Lecture materials;Sceduling of Classes;Class Notification;One to one Communication","","","","","","","","",""
"2020/05/03 6:35:38 pm GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","International islamic university islamabad ","Undergraduate","Physics","Whatsapp","Android","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","YouTube","3","5","1","4","2","There should be no online classes ","One to one Communication","Take notice of everything ","","","","","","","",""
"2020/05/03 6:44:29 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 6:50:52 pm GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","Government gc University faisalabad","Postgraduate","Computer Science","Google Meet","Android","Yes","Yes","Yes","Maybe","Maybe","Yes","Maybe","Maybe","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","YouTube","3","3","4","3","3","","White Board;Assignment Upload/Evaluation","","","","","","","","",""
"2020/05/03 6:52:06 pm GMT+5","Yes","Yes","Live Session","29-35","Male","Pakistan","Private","university of sialkot ","Undergraduate","international relations ","Zoom","Windows;IOS","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","wikipedia ","5","5","5","3","3","","Live subtitles;Class Notification;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 7:25:56 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","University of Sialkot","Graduate","Economics","Zoom","Android","Yes","Yes","No","Maybe","Yes","Yes","Yes","Maybe","Yes","No","No","Yes","Yes","No","No","Yes","No","YouTube","1","3","1","2","1","","Lecture materials;Class Notification;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 7:45:12 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","IIUI","Undergraduate","English","Zoom","Windows;Android","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Google","3","3","2","3","2","","Lecture materials;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 7:54:52 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Bs english","Undergraduate","Computer Science","Zoom","Android","Yes","Yes","No","Maybe","Yes","Yes","Maybe","Maybe","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Coursera","1","1","1","1","1","","Audio/Video Calling;Screen Sharing;Attendance;Raise Hand during session","","","","","","","","",""
"2020/05/03 7:57:57 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 8:15:21 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/03 8:23:02 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","International islamic university islamabad ","Undergraduate","Computer Science","Zoom;Skype;GoToMeeting","Windows","Yes","Yes","Yes","No","Yes","Yes","Maybe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","YouTube","3","3","3","2","3","","Live subtitles","","","","","","","","",""
"2020/05/03 8:32:45 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Private","COMSATS","Graduate","Computer Science","Microsoft Teams","Android","Yes","Yes","No","Maybe","Maybe","Yes","Maybe","Maybe","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Coursera","1","2","1","1","1","","Live subtitles;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/03 8:43:39 pm GMT+5","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
